WTA,Location,Tournament,Date,Tier,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,Wsets,Lsets,Comment,B365W,B365L,PSW,PSL,MaxW,MaxL,AvgW,AvgL,BFEW,BFEL
31,London,Wimbledon,6/30/2025,Grand Slam,Outdoor,Grass,1st Round,3,Lys E.,Yuan Y.,61,85,1020,792,6,4,5,7,6,2,2,1,Completed,2,1.8,1.98,1.88,2,2,1.96,1.83,,
31,London,Wimbledon,6/30/2025,Grand Slam,Outdoor,Grass,1st Round,3,Kartal S.,Ostapenko J.,51,21,1147,2170,7,5,2,6,6,2,2,1,Completed,2.4,1.53,2.53,1.56,2.54,1.64,2.36,1.58,,
31,London,Wimbledon,6/30/2025,Grand Slam,Outdoor,Grass,1st Round,3,Bucsa C.,Todoni A.,102,90,713,757,6,4,6,4,,,2,0,Completed,2.3,1.62,2.24,1.7,2.45,1.71,2.3,1.61,,
31,London,Wimbledon,6/30/2025,Grand Slam,Outdoor,Grass,1st Round,3,Noskova L.,Pera B.,27,84,1697,805,6,2,6,4,,,2,0,Completed,1.2,4.33,1.22,4.74,1.22,5.6,1.21,4.46,,
31,London,Wimbledon,6/30/2025,Grand Slam,Outdoor,Grass,1st Round,3,Sabalenka A.,Branstine C.,1,194,11640,363,6,1,7,5,,,2,0,Completed,1.04,11,1.04,15.08,1.05,22,1.03,12.76,,
31,London,Wimbledon,6/30/2025,Grand Slam,Outdoor,Grass,1st Round,3,Sierra S.,Gadecki O.,101,103,714,707,6,2,7,6,,,2,0,Completed,1.91,1.91,,,1.91,1.91,1.91,1.91,,
31,London,Wimbledon,6/30/2025,Grand Slam,Outdoor,Grass,1st Round,3,Haddad Maia B.,Sramkova R.,20,34,2189,1411,7,6,6,4,,,2,0,Completed,1.53,2.5,1.57,2.51,1.59,2.7,1.51,2.54,,
31,London,Wimbledon,6/30/2025,Grand Slam,Outdoor,Grass,1st Round,3,Sasnovich A.,Gracheva V.,107,92,688,751,6,4,6,7,7,6,2,1,Completed,1.85,1.95,1.85,2.03,1.93,2.04,1.82,1.97,,
31,London,Wimbledon,6/30/2025,Grand Slam,Outdoor,Grass,1st Round,3,Siegemund L.,Stearns P.,104,36,704,1386,6,4,6,2,,,2,0,Completed,2.5,1.53,2.49,1.58,2.66,1.6,2.5,1.53,,
31,London,Wimbledon,6/30/2025,Grand Slam,Outdoor,Grass,1st Round,3,Shnaider D.,Uchijima M.,15,72,2776,884,7,6,6,3,,,2,0,Completed,1.08,7,1.09,9.1,1.11,9.2,1.09,7.52,,
31,London,Wimbledon,6/30/2025,Grand Slam,Outdoor,Grass,1st Round,3,Keys M.,Ruse E.G.,8,58,4484,1028,6,7,7,5,7,5,2,1,Completed,1.22,4.33,1.25,4.29,1.25,4.9,1.22,4.29,,
31,London,Wimbledon,6/30/2025,Grand Slam,Outdoor,Grass,1st Round,3,Danilovic O.,Zhang S.,37,124,1382,581,6,2,6,4,,,2,0,Completed,1.75,2.1,1.78,2.12,1.83,2.18,1.73,2.09,,
31,London,Wimbledon,6/30/2025,Grand Slam,Outdoor,Grass,1st Round,3,Fernandez L.A.,Klugman H.,38,573,1350,77,6,1,6,3,,,2,0,Completed,1.08,8,1.09,8.7,1.11,10,1.09,7.48,,
31,London,Wimbledon,6/30/2025,Grand Slam,Outdoor,Grass,1st Round,3,Zarazua R.,Wickmayer Y.,71,764,886,39,6,0,6,3,,,2,0,Completed,1.67,2.2,1.72,2.2,1.77,2.25,1.69,2.15,,
31,London,Wimbledon,6/30/2025,Grand Slam,Outdoor,Grass,1st Round,3,Galfi D.,Dart H.,110,152,637,486,3,6,6,3,7,5,2,1,Completed,2.1,1.73,2.15,1.76,2.2,1.85,2.1,1.73,,
31,London,Wimbledon,6/30/2025,Grand Slam,Outdoor,Grass,1st Round,3,Vondrousova M.,Kessler M.,73,30,883,1485,6,1,7,6,,,2,0,Completed,1.45,2.75,1.51,2.7,1.51,2.88,1.47,2.67,,
31,London,Wimbledon,6/30/2025,Grand Slam,Outdoor,Grass,1st Round,3,Li A.,Golubic V.,65,82,974,819,6,3,4,6,6,1,2,1,Completed,2.25,1.67,2.32,1.66,2.36,1.72,2.2,1.67,,
31,London,Wimbledon,6/30/2025,Grand Slam,Outdoor,Grass,1st Round,3,Raducanu E.,Xu M.,40,318,1321,208,6,3,6,3,,,2,0,Completed,1.15,5,1.18,5.32,1.18,5.32,1.17,4.85,,
31,London,Wimbledon,6/30/2025,Grand Slam,Outdoor,Grass,1st Round,3,Rakhimova K.,Ito A.,80,108,831,683,5,7,6,3,6,2,2,1,Completed,1.33,3.4,1.36,3.32,1.41,3.5,1.34,3.25,,
31,London,Wimbledon,6/30/2025,Grand Slam,Outdoor,Grass,1st Round,3,Paolini J.,Sevastova A.,5,402,4806,139,2,6,6,3,6,2,2,1,Completed,1.07,8.5,1.07,10.63,1.1,10.63,1.06,9.26,,
31,London,Wimbledon,6/30/2025,Grand Slam,Outdoor,Grass,1st Round,3,Bouzkova M.,Sun L.,48,47,1176,1230,6,4,6,4,,,2,0,Completed,1.44,2.8,1.45,2.9,1.48,3,1.45,2.75,,
31,London,Wimbledon,6/30/2025,Grand Slam,Outdoor,Grass,1st Round,3,Anisimova A.,Putintseva Y.,12,33,3200,1455,6,0,6,0,,,2,0,Completed,1.36,3.2,1.4,3.13,1.42,3.3,1.36,3.14,,
31,London,Wimbledon,6/30/2025,Grand Slam,Outdoor,Grass,1st Round,3,Osaka N.,Gibson T.,53,126,1094,577,6,4,7,6,,,2,0,Completed,1.15,5.5,1.17,5.5,1.2,5.8,1.15,5.41,,
31,London,Wimbledon,6/30/2025,Grand Slam,Outdoor,Grass,1st Round,3,Pavlyuchenkova A.,Tomljanovic A.,50,79,1149,831,4,6,6,3,6,2,2,1,Completed,1.7,2.1,1.79,2.1,1.79,2.24,1.71,2.12,,
31,London,Wimbledon,6/30/2025,Grand Slam,Outdoor,Grass,1st Round,3,Boulter K.,Badosa P.,43,9,1278,3684,6,2,3,6,6,4,2,1,Completed,2,1.83,2.05,1.83,2.16,1.85,2.03,1.77,,
31,London,Wimbledon,6/30/2025,Grand Slam,Outdoor,Grass,1st Round,3,Krueger A.,Stojsavljevic M.,31,796,1484,36,6,3,6,2,,,2,0,Completed,1.13,6,1.12,7.08,1.15,7.5,1.12,6.52,,
31,London,Wimbledon,6/30/2025,Grand Slam,Outdoor,Grass,1st Round,3,Mertens E.,Fruhvirtova L.,23,148,1936,498,6,4,6,2,,,2,0,Completed,1.3,3.6,1.31,3.69,1.33,4,1.29,3.59,,
31,London,Wimbledon,7/1/2025,Grand Slam,Outdoor,Grass,1st Round,3,Alexandrova E.,Hon P.,17,134,2426,544,6,2,7,5,,,2,0,Completed,1.08,8,1.08,9.68,1.1,10,1.08,8.05,,
31,London,Wimbledon,7/1/2025,Grand Slam,Outdoor,Grass,1st Round,3,Tauson C.,Watson H.,22,143,2062,513,2,6,6,4,6,3,2,1,Completed,1.25,3.75,1.27,4.02,1.31,4.1,1.27,3.73,,
31,London,Wimbledon,7/1/2025,Grand Slam,Outdoor,Grass,1st Round,3,Erjavec V.,Kostyuk M.,171,26,423,1736,3,6,6,3,6,4,2,1,Completed,5.5,1.12,6.89,1.13,7,1.16,6.53,1.11,,
31,London,Wimbledon,7/1/2025,Grand Slam,Outdoor,Grass,1st Round,3,Volynets K.,Maria T.,98,45,724,1259,3,6,7,6,6,1,2,1,Completed,2.6,1.45,2.52,1.57,2.75,1.57,2.65,1.47,,
31,London,Wimbledon,7/1/2025,Grand Slam,Outdoor,Grass,1st Round,3,Cocciaretto E.,Pegula J.,116,3,615,6483,6,2,6,3,,,2,0,Completed,8,1.08,9.79,1.08,10,1.1,7.99,1.08,,
31,London,Wimbledon,7/1/2025,Grand Slam,Outdoor,Grass,1st Round,3,Lamens S.,Jovic I.,69,89,922,761,6,1,6,1,,,2,0,Completed,3,1.36,3.21,1.38,3.21,1.44,3.04,1.37,,
31,London,Wimbledon,7/1/2025,Grand Slam,Outdoor,Grass,1st Round,3,Kasatkina D.,Arango E.,18,76,2361,859,7,5,6,3,,,2,0,Completed,1.1,6,1.12,7.05,1.15,7.2,1.12,6.17,,
31,London,Wimbledon,7/1/2025,Grand Slam,Outdoor,Grass,1st Round,3,Begu I.,Juvan K.,115,240,621,305,7,6,1,6,6,3,2,1,Completed,4,1.25,4.07,1.27,4.3,1.27,3.92,1.25,,
31,London,Wimbledon,7/1/2025,Grand Slam,Outdoor,Grass,1st Round,3,Siniakova K.,Zheng Q.,81,6,819,4803,7,5,4,6,6,1,2,1,Completed,2.8,1.45,2.82,1.47,2.82,1.53,2.62,1.48,,
31,London,Wimbledon,7/1/2025,Grand Slam,Outdoor,Grass,1st Round,3,Kalinskaya A.,Stojanovic N.,39,172,1342,421,6,3,7,6,,,2,0,Completed,1.36,3.2,1.38,3.22,1.41,3.35,1.34,3.22,,
31,London,Wimbledon,7/1/2025,Grand Slam,Outdoor,Grass,1st Round,3,Sonmez Z.,Cristian J.,88,52,772,1116,7,6,6,3,,,2,0,Completed,1.85,1.95,2,1.88,2,2,1.87,1.91,,
31,London,Wimbledon,7/1/2025,Grand Slam,Outdoor,Grass,1st Round,3,Krejcikova B.,Eala A.,16,56,2724,1041,3,6,6,2,6,1,2,1,Completed,2.1,1.75,2.13,1.75,2.2,1.82,2.11,1.72,,
31,London,Wimbledon,7/1/2025,Grand Slam,Outdoor,Grass,1st Round,3,Samsonova L.,Joint M.,19,41,2276,1319,6,3,6,2,,,2,0,Completed,1.4,2.8,1.46,2.88,1.52,2.92,1.44,2.77,,
31,London,Wimbledon,7/1/2025,Grand Slam,Outdoor,Grass,1st Round,3,Wang Xin.,Muchova K.,32,14,1470,2881,7,5,6,2,,,2,0,Completed,1.6,2.25,1.63,2.39,1.67,2.44,1.62,2.28,,
31,London,Wimbledon,7/1/2025,Grand Slam,Outdoor,Grass,1st Round,3,Bronzetti L.,Teichmann J.,63,93,1001,749,6,4,7,5,,,2,0,Completed,1.7,2.2,1.7,2.24,1.77,2.28,1.71,2.13,,
31,London,Wimbledon,7/1/2025,Grand Slam,Outdoor,Grass,1st Round,3,McNally C.,Burrage J.,208,154,342,477,6,3,6,1,,,2,0,Completed,1.83,1.91,1.83,2.05,1.94,2.05,1.85,1.93,,
31,London,Wimbledon,7/1/2025,Grand Slam,Outdoor,Grass,1st Round,3,Sakkari M.,Blinkova A.,77,78,854,853,6,4,6,4,,,2,0,Completed,1.73,2.1,1.71,2.23,1.74,2.32,1.69,2.16,,
31,London,Wimbledon,7/1/2025,Grand Slam,Outdoor,Grass,1st Round,3,Swiatek I.,Kudermetova P.,4,64,4943,998,7,5,6,1,,,2,0,Completed,1.03,13,1.02,22.74,1.04,24,1.02,15.9,,
31,London,Wimbledon,7/1/2025,Grand Slam,Outdoor,Grass,1st Round,3,Starodubtseva Y.,Jones F.,68,122,935,602,1,6,6,3,6,1,2,1,Completed,2,1.83,2.05,1.83,2.06,1.9,2.01,1.79,,
31,London,Wimbledon,7/1/2025,Grand Slam,Outdoor,Grass,1st Round,3,Collins D.,Osorio M.,54,57,1062,1030,6,3,6,2,,,2,0,Completed,1.45,2.8,1.49,2.76,1.51,2.92,1.45,2.73,,
31,London,Wimbledon,7/1/2025,Grand Slam,Outdoor,Grass,1st Round,3,Baptiste H.,Cirstea S.,55,168,1046,432,6,7,6,1,6,2,2,1,Completed,1.4,2.75,1.47,2.85,1.5,3,1.42,2.84,,
31,London,Wimbledon,7/1/2025,Grand Slam,Outdoor,Grass,1st Round,3,Andreeva M.,Sherif M.,7,86,4743,778,6,3,6,3,,,2,0,Completed,1.05,10,1.07,10.98,1.08,12,1.05,10.14,,
31,London,Wimbledon,7/1/2025,Grand Slam,Outdoor,Grass,1st Round,3,Mboko V.,Frech M.,97,24,727,1821,6,3,6,2,,,2,0,Completed,1.67,2.2,1.76,2.13,1.9,2.2,1.78,2.03,,
31,London,Wimbledon,7/1/2025,Grand Slam,Outdoor,Grass,1st Round,3,Dolehide C.,Rus A.,67,94,937,747,6,2,6,2,,,2,0,Completed,1.33,3.4,1.37,3.31,1.38,3.55,1.33,3.32,,
31,London,Wimbledon,7/1/2025,Grand Slam,Outdoor,Grass,1st Round,3,Navarro E.,Kvitova P.,10,572,3610,77,6,3,6,1,,,2,0,Completed,1.22,4,1.23,4.67,1.27,4.67,1.21,4.29,,
31,London,Wimbledon,7/1/2025,Grand Slam,Outdoor,Grass,1st Round,3,Bouzas Maneiro J.,Seidel E.,62,109,1016,669,6,3,3,2,,,1,0,Retired,1.7,2.2,1.75,2.17,1.75,2.32,1.67,2.2,,
31,London,Wimbledon,7/1/2025,Grand Slam,Outdoor,Grass,1st Round,3,Kudermetova V.,Zhu L.,46,307,1248,221,6,3,6,2,,,2,0,Completed,1.18,4.5,1.21,4.76,1.22,5.3,1.18,4.75,,
31,London,Wimbledon,7/1/2025,Grand Slam,Outdoor,Grass,1st Round,3,Jacquemot E.,Linette M.,113,29,627,1594,6,7,6,1,6,4,2,1,Completed,2.2,1.67,2.25,1.69,2.36,1.72,2.26,1.63,,
31,London,Wimbledon,7/1/2025,Grand Slam,Outdoor,Grass,1st Round,3,Kenin S.,Townsend T.,28,99,1618,722,7,6,6,2,,,2,0,Completed,1.4,2.8,1.47,2.85,1.52,2.88,1.45,2.71,,
31,London,Wimbledon,7/1/2025,Grand Slam,Outdoor,Grass,1st Round,3,Zakharova A.,Azarenka V.,95,87,739,774,6,2,2,6,6,1,2,1,Completed,5,1.15,5.29,1.18,5.5,1.22,4.99,1.17,,
31,London,Wimbledon,7/1/2025,Grand Slam,Outdoor,Grass,1st Round,3,Bencic B.,Parks A.,35,60,1410,1023,6,0,6,3,,,2,0,Completed,1.3,3.25,1.35,3.4,1.36,3.65,1.34,3.24,,
31,London,Wimbledon,7/1/2025,Grand Slam,Outdoor,Grass,1st Round,3,Rybakina E.,Avanesyan E.,11,49,3456,1150,6,2,6,1,,,2,0,Completed,1.08,8,1.1,8.93,1.11,9.4,1.07,8.45,,
31,London,Wimbledon,7/1/2025,Grand Slam,Outdoor,Grass,1st Round,3,Yastremska D.,Gauff C.,42,2,1306,7899,7,6,6,1,,,2,0,Completed,5,1.18,5,1.2,5.5,1.21,4.74,1.18,,
31,London,Wimbledon,7/2/2025,Grand Slam,Outdoor,Grass,2nd Round,3,Kartal S.,Tomova V.,51,111,1147,633,6,2,6,2,,,2,0,Completed,1.33,3.4,1.34,3.52,1.34,3.8,1.29,3.57,,
31,London,Wimbledon,7/2/2025,Grand Slam,Outdoor,Grass,2nd Round,3,Keys M.,Danilovic O.,8,37,4484,1382,6,4,6,2,,,2,0,Completed,1.25,4,1.27,4.16,1.28,4.5,1.23,4.1,,
31,London,Wimbledon,7/2/2025,Grand Slam,Outdoor,Grass,2nd Round,3,Siegemund L.,Fernandez L.A.,104,38,704,1350,6,2,6,3,,,2,0,Completed,3.75,1.29,3.97,1.29,4.1,1.31,3.77,1.27,,
31,London,Wimbledon,7/2/2025,Grand Slam,Outdoor,Grass,2nd Round,3,Sabalenka A.,Bouzkova M.,1,48,11640,1176,7,6,6,4,,,2,0,Completed,1.07,7.5,1.08,9.68,1.11,9.68,1.08,7.93,,
31,London,Wimbledon,7/2/2025,Grand Slam,Outdoor,Grass,2nd Round,3,Bucsa C.,Vekic D.,102,25,713,1813,6,1,6,3,,,2,0,Completed,3.75,1.25,4.18,1.27,4.3,1.29,3.96,1.24,,
31,London,Wimbledon,7/2/2025,Grand Slam,Outdoor,Grass,2nd Round,3,Mertens E.,Li A.,23,65,1936,974,6,7,6,1,6,2,2,1,Completed,1.25,4,1.26,4.31,1.28,4.4,1.24,4.03,,
31,London,Wimbledon,7/2/2025,Grand Slam,Outdoor,Grass,2nd Round,3,Galfi D.,Haddad Maia B.,110,20,637,2189,7,6,6,1,,,2,0,Completed,3,1.36,3.28,1.38,3.4,1.4,3.18,1.35,,
31,London,Wimbledon,7/2/2025,Grand Slam,Outdoor,Grass,2nd Round,3,Sierra S.,Boulter K.,101,43,714,1278,6,7,6,2,6,1,2,1,Completed,5,1.18,5.32,1.19,5.32,1.22,4.73,1.19,,
31,London,Wimbledon,7/2/2025,Grand Slam,Outdoor,Grass,2nd Round,3,Noskova L.,Lys E.,27,61,1697,1020,6,2,2,6,6,3,2,1,Completed,1.18,5,1.19,5.25,1.21,5.5,1.18,4.86,,
31,London,Wimbledon,7/2/2025,Grand Slam,Outdoor,Grass,2nd Round,3,Anisimova A.,Zarazua R.,12,71,3200,886,6,4,6,3,,,2,0,Completed,1.1,7.5,1.11,8.22,1.11,9.4,1.09,7.54,,
31,London,Wimbledon,7/2/2025,Grand Slam,Outdoor,Grass,2nd Round,3,Parry D.,Shnaider D.,118,15,612,2776,6,4,6,1,,,2,0,Completed,3.75,1.29,3.99,1.28,4.1,1.3,3.76,1.27,,
31,London,Wimbledon,7/2/2025,Grand Slam,Outdoor,Grass,2nd Round,3,Osaka N.,Siniakova K.,53,81,1094,819,6,3,6,2,,,2,0,Completed,1.91,1.91,1.98,1.91,1.99,2,1.89,1.91,,
31,London,Wimbledon,7/2/2025,Grand Slam,Outdoor,Grass,2nd Round,3,Rakhimova K.,Paolini J.,80,5,831,4806,4,6,6,4,6,4,2,1,Completed,5,1.18,5.28,1.19,5.6,1.21,4.97,1.18,,
31,London,Wimbledon,7/2/2025,Grand Slam,Outdoor,Grass,2nd Round,3,Raducanu E.,Vondrousova M.,40,73,1321,883,6,3,6,3,,,2,0,Completed,2.5,1.5,2.71,1.52,2.76,1.56,2.57,1.5,,
31,London,Wimbledon,7/2/2025,Grand Slam,Outdoor,Grass,2nd Round,3,Svitolina E.,Sasnovich A.,13,107,3094,688,6,2,6,4,,,2,0,Completed,1.15,5.5,1.17,5.86,1.17,6.8,1.13,5.86,,
31,London,Wimbledon,7/2/2025,Grand Slam,Outdoor,Grass,2nd Round,3,Pavlyuchenkova A.,Krueger A.,50,31,1149,1484,7,6,6,4,,,2,0,Completed,1.8,2,1.83,2.06,1.85,2.16,1.77,2.03,,
31,London,Wimbledon,7/3/2025,Grand Slam,Outdoor,Grass,2nd Round,3,Navarro E.,Kudermetova V.,10,46,3610,1248,6,1,6,2,,,2,0,Completed,1.5,2.5,1.56,2.59,1.56,2.74,1.52,2.52,,
31,London,Wimbledon,7/3/2025,Grand Slam,Outdoor,Grass,2nd Round,3,Sonmez Z.,Wang Xin.,88,32,772,1470,7,5,7,5,,,2,0,Completed,6,1.13,6.58,1.14,7.2,1.17,5.66,1.14,,
31,London,Wimbledon,7/3/2025,Grand Slam,Outdoor,Grass,2nd Round,3,Cocciaretto E.,Volynets K.,116,98,615,724,6,0,6,4,,,2,0,Completed,1.45,2.63,1.52,2.7,1.54,2.85,1.46,2.69,,
31,London,Wimbledon,7/3/2025,Grand Slam,Outdoor,Grass,2nd Round,3,Andreeva M.,Bronzetti L.,7,63,4743,1001,6,1,7,6,,,2,0,Completed,1.1,7,1.09,8.91,1.11,9.6,1.08,8.22,,
31,London,Wimbledon,7/3/2025,Grand Slam,Outdoor,Grass,2nd Round,3,Baptiste H.,Mboko V.,55,97,1046,727,7,6,6,3,,,2,0,Completed,2.05,1.73,2.16,1.77,2.2,1.8,2.11,1.72,,
31,London,Wimbledon,7/3/2025,Grand Slam,Outdoor,Grass,2nd Round,3,Collins D.,Erjavec V.,54,171,1062,423,6,4,6,1,,,2,0,Completed,1.14,5,1.2,5.1,1.2,5.8,1.15,5.32,,
31,London,Wimbledon,7/3/2025,Grand Slam,Outdoor,Grass,2nd Round,3,Rybakina E.,Sakkari M.,11,77,3456,854,6,3,6,1,,,2,0,Completed,1.18,5,1.19,5.41,1.22,5.5,1.17,5.02,,
31,London,Wimbledon,7/3/2025,Grand Slam,Outdoor,Grass,2nd Round,3,Bencic B.,Jacquemot E.,35,113,1410,627,4,6,6,1,6,2,2,1,Completed,1.3,3.6,1.31,3.75,1.33,3.9,1.31,3.48,,
31,London,Wimbledon,7/3/2025,Grand Slam,Outdoor,Grass,2nd Round,3,Alexandrova E.,Lamens S.,17,69,2426,922,6,4,6,0,,,2,0,Completed,1.13,6,1.13,6.96,1.14,7.8,1.11,6.57,,
31,London,Wimbledon,7/3/2025,Grand Slam,Outdoor,Grass,2nd Round,3,Krejcikova B.,Dolehide C.,16,67,2724,937,6,4,3,6,6,2,2,1,Completed,1.36,3.1,1.41,3.13,1.41,3.4,1.35,3.19,,
31,London,Wimbledon,7/3/2025,Grand Slam,Outdoor,Grass,2nd Round,3,Yastremska D.,Zakharova A.,42,95,1306,739,5,7,7,5,7,6,2,1,Completed,1.25,4,1.28,3.99,1.29,4.3,1.24,4.07,,
31,London,Wimbledon,7/3/2025,Grand Slam,Outdoor,Grass,2nd Round,3,Swiatek I.,McNally C.,4,208,4943,342,5,7,6,2,6,1,2,1,Completed,1.06,9,1.07,11.35,1.08,12.5,1.05,10.81,,
31,London,Wimbledon,7/3/2025,Grand Slam,Outdoor,Grass,2nd Round,3,Samsonova L.,Starodubtseva Y.,19,68,2276,935,6,2,6,1,,,2,0,Completed,1.2,4.5,1.21,4.92,1.22,5.4,1.19,4.73,,
31,London,Wimbledon,7/3/2025,Grand Slam,Outdoor,Grass,2nd Round,3,Bouzas Maneiro J.,Kenin S.,62,28,1016,1618,6,1,7,6,,,2,0,Completed,3.2,1.36,3.3,1.38,3.35,1.41,3.13,1.36,,
31,London,Wimbledon,7/3/2025,Grand Slam,Outdoor,Grass,2nd Round,3,Tauson C.,Kalinskaya A.,22,39,2062,1342,6,3,7,6,,,2,0,Completed,1.73,2.1,1.75,2.19,1.8,2.22,1.74,2.08,,
31,London,Wimbledon,7/3/2025,Grand Slam,Outdoor,Grass,2nd Round,3,Kasatkina D.,Begu I.,18,115,2361,621,6,2,4,6,6,1,2,1,Completed,1.25,4,1.27,4.1,1.28,4.4,1.23,4.1,,
31,London,Wimbledon,7/4/2025,Grand Slam,Outdoor,Grass,3rd Round,3,Anisimova A.,Galfi D.,12,110,3200,637,6,3,5,7,6,3,2,1,Completed,1.15,5.5,1.18,5.74,1.19,6,1.16,5.28,,
31,London,Wimbledon,7/4/2025,Grand Slam,Outdoor,Grass,3rd Round,3,Sierra S.,Bucsa C.,101,102,714,713,7,5,1,6,6,1,2,1,Completed,2.1,1.67,2.35,1.67,2.36,1.72,2.22,1.65,,
31,London,Wimbledon,7/4/2025,Grand Slam,Outdoor,Grass,3rd Round,3,Pavlyuchenkova A.,Osaka N.,50,53,1149,1094,3,6,6,4,6,4,2,1,Completed,2.9,1.4,3.05,1.43,3.05,1.5,2.81,1.43,,
31,London,Wimbledon,7/4/2025,Grand Slam,Outdoor,Grass,3rd Round,3,Kartal S.,Parry D.,51,118,1147,612,6,4,6,2,,,2,0,Completed,1.6,2.38,1.62,2.45,1.64,2.48,1.58,2.36,,
31,London,Wimbledon,7/4/2025,Grand Slam,Outdoor,Grass,3rd Round,3,Noskova L.,Rakhimova K.,27,80,1697,831,7,6,7,5,,,2,0,Completed,1.25,4,1.27,4.2,1.29,4.5,1.25,3.97,,
31,London,Wimbledon,7/4/2025,Grand Slam,Outdoor,Grass,3rd Round,3,Siegemund L.,Keys M.,104,8,704,4484,6,3,6,3,,,2,0,Completed,5,1.14,6.13,1.16,6.6,1.17,5.54,1.14,,
31,London,Wimbledon,7/4/2025,Grand Slam,Outdoor,Grass,3rd Round,3,Mertens E.,Svitolina E.,23,13,1936,3094,6,1,7,6,,,2,0,Completed,2.3,1.57,2.43,1.63,2.52,1.63,2.35,1.58,,
31,London,Wimbledon,7/4/2025,Grand Slam,Outdoor,Grass,3rd Round,3,Sabalenka A.,Raducanu E.,1,40,11640,1321,7,6,6,4,,,2,0,Completed,1.25,3.75,1.27,4.23,1.28,4.4,1.25,3.91,,
31,London,Wimbledon,7/5/2025,Grand Slam,Outdoor,Grass,3rd Round,3,Samsonova L.,Kasatkina D.,19,18,2276,2361,6,2,6,3,,,2,0,Completed,1.45,2.8,1.52,2.73,1.52,2.94,1.45,2.74,,
31,London,Wimbledon,7/5/2025,Grand Slam,Outdoor,Grass,3rd Round,3,Bencic B.,Cocciaretto E.,35,116,1410,615,6,4,3,6,7,6,2,1,Completed,1.53,2.5,1.52,2.74,1.57,2.8,1.54,2.46,,
31,London,Wimbledon,7/5/2025,Grand Slam,Outdoor,Grass,3rd Round,3,Bouzas Maneiro J.,Yastremska D.,62,42,1016,1306,6,1,2,6,6,3,2,1,Completed,2.6,1.45,2.85,1.49,2.86,1.53,2.68,1.46,,
31,London,Wimbledon,7/5/2025,Grand Slam,Outdoor,Grass,3rd Round,3,Tauson C.,Rybakina E.,22,11,2062,3456,7,6,6,3,,,2,0,Completed,4.75,1.2,5.08,1.21,5.2,1.23,4.46,1.21,,
31,London,Wimbledon,7/5/2025,Grand Slam,Outdoor,Grass,3rd Round,3,Andreeva M.,Baptiste H.,7,55,4743,1046,6,1,6,3,,,2,0,Completed,1.3,3.5,1.31,3.87,1.34,3.9,1.3,3.54,,
31,London,Wimbledon,7/5/2025,Grand Slam,Outdoor,Grass,3rd Round,3,Navarro E.,Krejcikova B.,10,16,3610,2724,2,6,6,3,6,4,2,1,Completed,1.45,2.8,1.53,2.71,1.53,2.92,1.45,2.72,,
31,London,Wimbledon,7/5/2025,Grand Slam,Outdoor,Grass,3rd Round,3,Alexandrova E.,Sonmez Z.,17,88,2426,772,6,3,7,6,,,2,0,Completed,1.1,6,1.13,7.35,1.14,7.8,1.11,6.46,,
31,London,Wimbledon,7/5/2025,Grand Slam,Outdoor,Grass,3rd Round,3,Swiatek I.,Collins D.,4,54,4943,1062,6,2,6,3,,,2,0,Completed,1.4,3,1.41,3.17,1.42,3.3,1.38,3.03,,
31,London,Wimbledon,7/6/2025,Grand Slam,Outdoor,Grass,4th Round,3,Siegemund L.,Sierra S.,104,101,704,714,6,3,6,2,,,2,0,Completed,1.5,2.5,1.57,2.57,1.63,2.57,1.56,2.4,,
31,London,Wimbledon,7/6/2025,Grand Slam,Outdoor,Grass,4th Round,3,Pavlyuchenkova A.,Kartal S.,50,51,1149,1147,7,6,6,4,,,2,0,Completed,2,1.83,1.99,1.91,2.02,1.96,1.94,1.85,,
31,London,Wimbledon,7/6/2025,Grand Slam,Outdoor,Grass,4th Round,3,Sabalenka A.,Mertens E.,1,23,11640,1936,6,4,7,6,,,2,0,Completed,1.2,4.5,1.24,4.53,1.25,4.8,1.21,4.36,,
31,London,Wimbledon,7/6/2025,Grand Slam,Outdoor,Grass,4th Round,3,Anisimova A.,Noskova L.,12,27,3200,1697,6,2,5,7,6,4,2,1,Completed,1.67,2.1,1.74,2.22,1.77,2.26,1.67,2.18,,
31,London,Wimbledon,7/7/2025,Grand Slam,Outdoor,Grass,4th Round,3,Bencic B.,Alexandrova E.,35,17,1410,2426,7,6,6,4,,,2,0,Completed,2.6,1.5,2.73,1.52,2.8,1.55,2.63,1.48,,
31,London,Wimbledon,7/7/2025,Grand Slam,Outdoor,Grass,4th Round,3,Samsonova L.,Bouzas Maneiro J.,19,62,2276,1016,7,5,7,5,,,2,0,Completed,1.22,4.33,1.24,4.58,1.25,4.9,1.21,4.34,,
31,London,Wimbledon,7/7/2025,Grand Slam,Outdoor,Grass,4th Round,3,Andreeva M.,Navarro E.,7,10,4743,3610,6,2,6,3,,,2,0,Completed,1.57,2.4,1.61,2.48,1.65,2.52,1.57,2.38,,
31,London,Wimbledon,7/7/2025,Grand Slam,Outdoor,Grass,4th Round,3,Swiatek I.,Tauson C.,4,22,4943,2062,6,4,6,1,,,2,0,Completed,1.3,3.6,1.33,3.64,1.34,3.85,1.3,3.53,,
