WTA,Location,Tournament,Date,Tier,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,Wsets,Lsets,Comment,B365W,B365L,PSW,PSL,MaxW,MaxL,AvgW,AvgL,BFEW,BFEL
15,Bogota,Copa Colsanitas,4/2/2026,WTA250,Outdoor,Clay,2nd Round,3,Arango E.,Maristany G.,106,178,755,401,7,5,6,2,,,2,0,Completed,1.73,2.1,,,1.73,2.14,1.71,2.11,1.84,2.16
15,Bogota,Copa Colsanitas,4/2/2026,WTA250,Outdoor,Clay,2nd Round,3,Ortenzi J.,Osorio M.,206,54,339,1096,7,6,7,6,,,2,0,Completed,6,1.13,,,6,1.14,5.88,1.12,7,1.15
15,Bogota,Copa Colsanitas,4/2/2026,WTA250,Outdoor,Clay,2nd Round,3,Bouzkova M.,Vandewinkel H.,26,96,1480,795,6,4,,,,,1,0,Retired,1.44,2.75,,,1.45,2.9,1.43,2.75,1.48,3
15,Bogota,Copa Colsanitas,4/2/2026,WTA250,Outdoor,Clay,2nd Round,3,Lepchenko V.,Bouzas Maneiro J.,155,48,483,1210,6,0,2,6,7,5,2,1,Completed,4.5,1.2,,,5,1.2,4.63,1.18,5.3,1.22
15,Bogota,Copa Colsanitas,4/3/2026,WTA250,Outdoor,Clay,Quarterfinals,3,Ortenzi J.,Riera J.,206,186,339,387,6,7,6,3,6,2,2,1,Completed,2.2,1.67,,,2.25,1.68,2.21,1.63,2.32,1.74
15,Bogota,Copa Colsanitas,4/3/2026,WTA250,Outdoor,Clay,Quarterfinals,3,Bouzkova M.,Semenistaja D.,26,98,1480,791,6,1,7,5,,,2,0,Completed,1.36,3.2,,,1.37,3.5,1.34,3.16,1.38,3.45
15,Bogota,Copa Colsanitas,4/3/2026,WTA250,Outdoor,Clay,Quarterfinals,3,Arango E.,Lepchenko V.,106,155,755,483,6,4,6,3,,,2,0,Completed,1.36,3.2,,,1.48,3.2,1.44,2.69,1.48,3
15,Bogota,Copa Colsanitas,4/3/2026,WTA250,Outdoor,Clay,Quarterfinals,3,Udvardy P.,Kawa K.,92,132,804,588,7,6,6,1,,,2,0,Completed,2.5,1.53,,,2.5,1.66,2.26,1.6,2.4,1.7
15,Bogota,Copa Colsanitas,4/4/2026,WTA250,Outdoor,Clay,Semifinals,3,Bouzkova M.,Ortenzi J.,26,206,1480,339,7,6,6,2,,,2,0,Completed,1.13,6,,,1.17,6,1.15,5.17,1.2,5.7
15,Bogota,Copa Colsanitas,4/4/2026,WTA250,Outdoor,Clay,Semifinals,3,Udvardy P.,Arango E.,92,106,804,755,6,7,6,3,7,6,2,1,Completed,2,1.8,,,2.1,1.8,2.03,1.75,2.18,1.83
15,Bogota,Copa Colsanitas,4/5/2026,WTA250,Outdoor,Clay,The Final,3,Bouzkova M.,Udvardy P.,26,92,1480,804,6,7,6,2,6,2,2,1,Completed,1.36,3.2,,,1.36,3.35,1.33,3.21,1.37,3.6
16,Charleston,Charleston Open,3/30/2026,WTA500,Outdoor,Clay,1st Round,3,Volynets K.,Lys E.,86,76,831,893,5,7,6,2,6,0,2,1,Completed,1.73,2.1,,,1.73,2.2,1.69,2.13,1.77,2.28
16,Charleston,Charleston Open,3/30/2026,WTA500,Outdoor,Clay,1st Round,3,Putintseva Y.,Sun L.,72,105,921,755,7,6,6,2,,,2,0,Completed,1.4,3,,,1.43,3,1.4,2.85,1.48,3
16,Charleston,Charleston Open,3/30/2026,WTA500,Outdoor,Clay,1st Round,3,Yastremska D.,Zakharova A.,49,66,1165,978,7,5,6,2,,,2,0,Completed,1.62,2.3,,,1.67,2.3,1.64,2.21,1.79,2.22
16,Charleston,Charleston Open,3/30/2026,WTA500,Outdoor,Clay,1st Round,3,Kessler M.,Kalieva E.,53,143,1138,543,4,6,6,3,6,3,2,1,Completed,1.53,2.5,,,1.62,2.55,1.54,2.42,1.63,2.56
16,Charleston,Charleston Open,3/30/2026,WTA500,Outdoor,Clay,1st Round,3,Urhobo A.,Sierra S.,273,65,245,989,7,5,3,0,,,1,0,Retired,2,1.8,,,2,1.95,1.88,1.88,1.93,2.04
16,Charleston,Charleston Open,3/30/2026,WTA500,Outdoor,Clay,1st Round,3,Zarazua R.,Stephens S.,85,554,835,89,6,2,6,0,,,2,0,Completed,1.73,2.1,,,1.8,2.2,1.7,2.11,1.83,2.2
16,Charleston,Charleston Open,3/30/2026,WTA500,Outdoor,Clay,1st Round,3,Tomova V.,Brady J.,169,689,424,60,6,4,6,3,,,2,0,Completed,1.8,2,,,1.8,2.38,1.65,2.18,1.64,2.5
16,Charleston,Charleston Open,3/30/2026,WTA500,Outdoor,Clay,1st Round,3,Bondar A.,Vidmanova D.,68,116,966,706,7,5,7,5,,,2,0,Completed,1.57,2.38,,,1.57,2.54,1.53,2.44,1.59,2.66
16,Charleston,Charleston Open,3/30/2026,WTA500,Outdoor,Clay,1st Round,3,Vekic D.,Tomljanovic A.,115,75,707,897,3,6,6,1,6,4,2,1,Completed,1.8,2,,,1.83,2.08,1.77,2.01,1.87,2.1
16,Charleston,Charleston Open,3/31/2026,WTA500,Outdoor,Clay,1st Round,3,Parks A.,Stoiana M.,97,173,794,419,2,6,6,4,6,1,2,1,Completed,1.67,2.2,,,1.73,2.2,1.68,2.13,1.78,2.26
16,Charleston,Charleston Open,3/31/2026,WTA500,Outdoor,Clay,1st Round,3,Andreescu B.,Galfi D.,140,84,553,837,1,6,6,4,6,1,2,1,Completed,1.73,2.1,,,1.73,2.14,1.7,2.11,1.76,2.26
16,Charleston,Charleston Open,3/31/2026,WTA500,Outdoor,Clay,1st Round,3,Yuan Y.,Sherif M.,121,102,674,773,2,6,7,6,7,6,2,1,Completed,2.2,1.67,,,2.2,1.68,2.19,1.65,2.46,1.67
16,Charleston,Charleston Open,3/31/2026,WTA500,Outdoor,Clay,1st Round,3,Starodubtseva Y.,Zhang S.,89,62,816,1031,6,3,6,0,,,2,0,Completed,1.5,2.63,,,1.57,2.63,1.52,2.47,1.6,2.58
16,Charleston,Charleston Open,3/31/2026,WTA500,Outdoor,Clay,1st Round,3,Krueger A.,McNally C.,103,69,769,958,6,4,1,6,6,3,2,1,Completed,2,1.8,,,2.07,1.81,2,1.78,2.12,1.87
16,Charleston,Charleston Open,3/31/2026,WTA500,Outdoor,Clay,1st Round,3,Badosa P.,Day K.,113,162,712,448,6,4,6,3,,,2,0,Completed,1.3,3.5,,,1.3,3.75,1.29,3.53,1.34,3.85
16,Charleston,Charleston Open,3/31/2026,WTA500,Outdoor,Clay,1st Round,3,Kudermetova P.,Oliynykova O.,156,71,481,931,3,6,7,6,6,4,2,1,Completed,2.2,1.67,,,2.2,1.76,2.08,1.72,2.16,1.85
16,Charleston,Charleston Open,3/31/2026,WTA500,Outdoor,Clay,2nd Round,3,Kalinskaya A.,Tomova V.,22,169,1813,424,6,2,6,4,,,2,0,Completed,1.2,4.5,,,1.22,4.5,1.2,4.34,1.25,4.8
16,Charleston,Charleston Open,3/31/2026,WTA500,Outdoor,Clay,2nd Round,3,Bejlek S.,Urhobo A.,40,273,1321,245,6,1,6,1,,,2,0,Completed,1.36,3.2,,,1.36,3.25,1.34,3.16,1.38,3.5
16,Charleston,Charleston Open,3/31/2026,WTA500,Outdoor,Clay,2nd Round,3,Bencic B.,Yastremska D.,12,49,2983,1165,6,2,6,7,6,3,2,1,Completed,1.25,4,,,1.27,4,1.25,3.73,1.3,4.2
16,Charleston,Charleston Open,4/1/2026,WTA500,Outdoor,Clay,2nd Round,3,Shnaider D.,Volynets K.,19,86,1953,831,7,5,7,5,,,2,0,Completed,1.44,2.75,,,1.44,3.05,1.41,2.82,1.49,3
16,Charleston,Charleston Open,4/1/2026,WTA500,Outdoor,Clay,2nd Round,3,Kessler M.,Tjen J.,53,41,1138,1317,6,2,6,1,,,2,0,Completed,1.73,2.1,,,1.73,2.25,1.66,2.17,1.69,2.42
16,Charleston,Charleston Open,4/1/2026,WTA500,Outdoor,Clay,2nd Round,3,Cocciaretto E.,Yuan Y.,43,121,1280,674,6,0,7,5,,,2,0,Completed,1.3,3.5,,,1.3,3.75,1.29,3.53,1.32,4
16,Charleston,Charleston Open,4/1/2026,WTA500,Outdoor,Clay,2nd Round,3,Jovic I.,Parks A.,16,97,2105,794,6,3,6,2,,,2,0,Completed,1.2,4.5,,,1.22,4.5,1.21,4.31,1.24,4.8
16,Charleston,Charleston Open,4/1/2026,WTA500,Outdoor,Clay,2nd Round,3,Stearns P.,Krueger A.,46,103,1237,769,7,6,7,5,,,2,0,Completed,1.62,2.3,,,1.68,2.38,1.6,2.27,1.66,2.46
16,Charleston,Charleston Open,4/1/2026,WTA500,Outdoor,Clay,2nd Round,3,Bondar A.,Frech M.,68,38,966,1348,7,5,6,3,,,2,0,Completed,1.91,1.91,,,1.95,1.91,1.87,1.88,1.98,2
16,Charleston,Charleston Open,4/1/2026,WTA500,Outdoor,Clay,2nd Round,3,Pegula J.,Putintseva Y.,5,72,6243,921,4,6,6,4,7,5,2,1,Completed,1.13,6,,,1.15,6.5,1.13,5.73,1.14,7.6
16,Charleston,Charleston Open,4/1/2026,WTA500,Outdoor,Clay,2nd Round,3,Badosa P.,Sakkari M.,113,36,712,1370,6,3,6,4,,,2,0,Completed,1.8,2,,,1.86,2,1.81,1.96,1.93,2.04
16,Charleston,Charleston Open,4/1/2026,WTA500,Outdoor,Clay,2nd Round,3,Fernandez L.A.,Kudermetova P.,24,156,1598,481,6,2,6,1,,,2,0,Completed,1.53,2.5,,,1.58,2.5,1.54,2.43,1.61,2.6
16,Charleston,Charleston Open,4/1/2026,WTA500,Outdoor,Clay,2nd Round,3,Keys M.,Vekic D.,18,115,2026,707,6,2,6,3,,,2,0,Completed,1.36,3.2,,,1.36,3.5,1.33,3.26,1.37,3.65
16,Charleston,Charleston Open,4/1/2026,WTA500,Outdoor,Clay,2nd Round,3,Kenin S.,Andreescu B.,47,140,1217,553,6,4,6,4,,,2,0,Completed,2.5,1.53,,,2.7,1.56,2.53,1.51,2.86,1.52
16,Charleston,Charleston Open,4/1/2026,WTA500,Outdoor,Clay,2nd Round,3,Starodubtseva Y.,Gorgodze E.,89,164,816,446,3,6,6,1,6,2,2,1,Completed,1.2,4.5,,,1.29,5,1.19,4.46,1.2,5.8
16,Charleston,Charleston Open,4/2/2026,WTA500,Outdoor,Clay,2nd Round,3,Zarazua R.,Baptiste H.,85,33,835,1394,3,6,6,3,6,4,2,1,Completed,3.2,1.36,,,3.3,1.44,3.15,1.34,3.45,1.39
16,Charleston,Charleston Open,4/2/2026,WTA500,Outdoor,Clay,3rd Round,3,Bencic B.,Bejlek S.,12,40,2983,1321,7,6,6,2,,,2,0,Completed,1.44,2.75,,,1.5,2.75,1.45,2.68,1.49,3
16,Charleston,Charleston Open,4/2/2026,WTA500,Outdoor,Clay,3rd Round,3,Kessler M.,Stearns P.,53,46,1138,1237,6,0,3,6,6,4,2,1,Completed,2.3,1.62,,,2.75,1.63,2.32,1.58,2.48,1.65
16,Charleston,Charleston Open,4/2/2026,WTA500,Outdoor,Clay,3rd Round,3,Pegula J.,Cocciaretto E.,5,43,6243,1280,1,6,6,1,7,6,2,1,Completed,1.2,4.5,,,1.23,4.5,1.21,4.23,1.22,5.3
16,Charleston,Charleston Open,4/2/2026,WTA500,Outdoor,Clay,3rd Round,3,Shnaider D.,Fernandez L.A.,19,24,1953,1598,6,3,6,0,,,2,0,Completed,1.5,2.63,,,1.53,2.65,1.5,2.55,1.63,2.58
16,Charleston,Charleston Open,4/2/2026,WTA500,Outdoor,Clay,3rd Round,3,Starodubtseva Y.,Zarazua R.,89,85,816,835,6,1,6,0,,,2,0,Completed,1.73,2.1,,,1.73,2.5,1.69,2.14,1.78,2.24
16,Charleston,Charleston Open,4/2/2026,WTA500,Outdoor,Clay,3rd Round,3,Keys M.,Bondar A.,18,68,2026,966,6,2,7,5,,,2,0,Completed,1.2,4.5,,,1.22,4.9,1.19,4.53,1.24,5.1
16,Charleston,Charleston Open,4/2/2026,WTA500,Outdoor,Clay,3rd Round,3,Jovic I.,Kenin S.,16,47,2105,1217,7,5,7,5,,,2,0,Completed,1.36,3.2,,,1.36,3.5,1.34,3.21,1.38,3.55
16,Charleston,Charleston Open,4/3/2026,WTA500,Outdoor,Clay,3rd Round,3,Kalinskaya A.,Badosa P.,22,113,1813,712,6,4,6,2,,,2,0,Completed,2.2,1.67,,,2.5,1.67,2.26,1.61,2.34,1.73
16,Charleston,Charleston Open,4/3/2026,WTA500,Outdoor,Clay,Quarterfinals,3,Pegula J.,Shnaider D.,5,19,6243,1953,3,6,6,3,6,2,2,1,Completed,1.36,3.2,,,1.4,3.3,1.37,3.02,1.45,3.15
16,Charleston,Charleston Open,4/3/2026,WTA500,Outdoor,Clay,Quarterfinals,3,Keys M.,Bencic B.,18,12,2026,2983,4,6,6,3,6,2,2,1,Completed,2.1,1.73,,,2.1,1.8,2.05,1.74,2.2,1.81
16,Charleston,Charleston Open,4/3/2026,WTA500,Outdoor,Clay,Quarterfinals,3,Jovic I.,Kalinskaya A.,16,22,2105,1813,6,3,6,4,,,2,0,Completed,2.1,1.73,,,2.1,1.77,2.06,1.73,2.2,1.81
16,Charleston,Charleston Open,4/3/2026,WTA500,Outdoor,Clay,Quarterfinals,3,Starodubtseva Y.,Kessler M.,89,53,816,1138,6,4,6,4,,,2,0,Completed,2.1,1.73,,,2.15,1.74,2.1,1.71,2.24,1.78
16,Charleston,Charleston Open,4/4/2026,WTA500,Outdoor,Clay,Semifinals,3,Pegula J.,Jovic I.,5,16,6243,2105,6,4,5,7,6,3,2,1,Completed,1.4,3,,,1.4,3.1,1.37,3,1.43,3.25
16,Charleston,Charleston Open,4/4/2026,WTA500,Outdoor,Clay,Semifinals,3,Starodubtseva Y.,Keys M.,89,18,816,2026,6,1,6,4,,,2,0,Completed,4.5,1.2,,,4.5,1.22,4.35,1.2,5.3,1.22
16,Charleston,Charleston Open,4/5/2026,WTA500,Outdoor,Clay,The Final,3,Pegula J.,Starodubtseva Y.,5,89,6243,816,6,2,6,2,,,2,0,Completed,1.25,4,,,1.26,4,1.25,3.8,1.29,4.4
17,Linz,Ladies Linz Open,4/6/2026,WTA500,Indoor,Clay,1st Round,3,Galfi D.,Parks A.,103,93,769,814,6,3,6,3,,,2,0,Completed,1.53,2.5,,,1.53,2.75,1.46,2.66,1.47,3.05
17,Linz,Ladies Linz Open,4/6/2026,WTA500,Indoor,Clay,1st Round,3,Ruse E.G.,Boulter K.,87,62,840,1012,7,6,7,6,,,2,0,Completed,1.73,2.1,,,1.73,2.25,1.69,2.13,1.82,2.18
17,Linz,Ladies Linz Open,4/6/2026,WTA500,Indoor,Clay,1st Round,3,Stephens S.,Maria T.,552,61,90,1023,1,6,7,6,6,4,2,1,Completed,1.57,2.38,,,1.6,2.5,1.56,2.36,1.62,2.58
17,Linz,Ladies Linz Open,4/7/2026,WTA500,Indoor,Clay,1st Round,3,Yastremska D.,Li A.,49,36,1172,1356,7,5,4,6,6,3,2,1,Completed,1.57,2.38,,,1.62,2.45,1.57,2.34,1.71,2.38
17,Linz,Ladies Linz Open,4/7/2026,WTA500,Indoor,Clay,1st Round,3,Korpatsch T.,Cristian J.,109,33,737,1382,4,6,6,1,6,4,2,1,Completed,2.75,1.44,,,2.75,1.45,2.71,1.44,2.92,1.5
17,Linz,Ladies Linz Open,4/7/2026,WTA500,Indoor,Clay,1st Round,3,Cirstea S.,Kraus S.,29,119,1459,699,6,3,6,3,,,2,0,Completed,1.22,4.33,,,1.25,4.5,1.22,4.12,1.28,4.4
17,Linz,Ladies Linz Open,4/7/2026,WTA500,Indoor,Clay,1st Round,3,Tagger L.,Badosa P.,117,102,705,771,6,4,7,6,,,2,0,Completed,3,1.4,,,3.1,1.4,3,1.37,3.25,1.43
17,Linz,Ladies Linz Open,4/7/2026,WTA500,Indoor,Clay,1st Round,3,Vekic D.,Volynets K.,104,88,762,831,6,3,3,6,6,4,2,1,Completed,2.2,1.67,,,2.2,1.73,2.12,1.69,2.24,1.79
17,Linz,Ladies Linz Open,4/7/2026,WTA500,Indoor,Clay,1st Round,3,Eala A.,Grabher J.,46,89,1255,829,6,4,6,3,,,2,0,Completed,1.5,2.63,,,1.53,2.63,1.5,2.52,1.66,2.5
17,Linz,Ladies Linz Open,4/7/2026,WTA500,Indoor,Clay,1st Round,3,Pliskova Ka.,Sasnovich A.,258,115,267,716,6,4,6,4,,,2,0,Completed,1.73,2.1,,,1.95,2.3,1.71,2.09,,
17,Linz,Ladies Linz Open,4/8/2026,WTA500,Indoor,Clay,1st Round,3,Kalinina A.,Udvardy P.,120,71,695,918,5,7,6,1,6,0,2,1,Completed,1.25,4,,,1.26,4,1.25,3.81,1.29,4.3
17,Linz,Ladies Linz Open,4/8/2026,WTA500,Indoor,Clay,1st Round,3,Potapova A.,Zhang S.,97,64,800,989,6,4,6,4,,,2,0,Completed,1.4,3,,,1.4,3.25,1.36,3.07,1.36,3.7
17,Linz,Ladies Linz Open,4/8/2026,WTA500,Indoor,Clay,2nd Round,3,Ruse E.G.,Yastremska D.,87,49,840,1172,4,6,6,4,6,4,2,1,Completed,2,1.8,,,2.02,1.83,1.98,1.79,2.06,1.92
17,Linz,Ladies Linz Open,4/8/2026,WTA500,Indoor,Clay,2nd Round,3,Ostapenko J.,Eala A.,23,46,1706,1255,6,4,7,5,,,2,0,Completed,1.53,2.5,,,1.57,2.63,1.51,2.5,1.65,2.48
17,Linz,Ladies Linz Open,4/8/2026,WTA500,Indoor,Clay,2nd Round,3,Andreeva M.,Stephens S.,10,552,3121,90,6,4,6,2,,,2,0,Completed,1.06,10,,,1.06,10,1.05,9.43,1.05,17.5
17,Linz,Ladies Linz Open,4/8/2026,WTA500,Indoor,Clay,2nd Round,3,Cirstea S.,Galfi D.,29,103,1459,769,5,0,,,,,0,0,Retired,1.29,3.75,,,1.29,4.33,1.23,3.94,1.27,4.7
17,Linz,Ladies Linz Open,4/9/2026,WTA500,Indoor,Clay,2nd Round,3,Vekic D.,Kalinina A.,104,120,762,695,,,,,,,,,Walkover,2,1.8,,,2.1,1.8,2.06,1.73,2.42,1.69
17,Linz,Ladies Linz Open,4/9/2026,WTA500,Indoor,Clay,2nd Round,3,Tagger L.,Samsonova L.,117,21,705,1845,6,2,7,6,,,2,0,Completed,1.8,2,,,1.8,2.1,1.74,2.05,1.72,2.36
17,Linz,Ladies Linz Open,4/9/2026,WTA500,Indoor,Clay,2nd Round,3,Pliskova Ka.,Alexandrova E.,258,13,267,2886,6,1,6,3,,,2,0,Completed,3.5,1.3,,,3.5,1.34,3.35,1.31,3.65,1.37
17,Linz,Ladies Linz Open,4/9/2026,WTA500,Indoor,Clay,2nd Round,3,Potapova A.,Korpatsch T.,97,109,800,737,6,2,6,1,,,2,0,Completed,1.53,2.5,,,1.57,2.5,1.53,2.45,1.62,2.56
17,Linz,Ladies Linz Open,4/10/2026,WTA500,Indoor,Clay,Quarterfinals,3,Ruse E.G.,Ostapenko J.,87,23,840,1706,4,6,6,4,6,1,2,1,Completed,2.63,1.5,,,2.63,1.5,2.58,1.48,2.62,1.61
17,Linz,Ladies Linz Open,4/10/2026,WTA500,Indoor,Clay,Quarterfinals,3,Andreeva M.,Cirstea S.,10,29,3121,1459,7,6,4,6,6,2,2,1,Completed,1.4,3,,,1.4,3.15,1.38,2.95,1.42,3.3
17,Linz,Ladies Linz Open,4/10/2026,WTA500,Indoor,Clay,Quarterfinals,3,Potapova A.,Tagger L.,97,117,800,705,7,6,6,0,,,2,0,Completed,2.2,1.67,,,2.2,1.75,2.1,1.71,2.3,1.75
17,Linz,Ladies Linz Open,4/10/2026,WTA500,Indoor,Clay,Quarterfinals,3,Vekic D.,Pliskova Ka.,104,258,762,267,7,5,6,4,,,2,0,Completed,1.91,1.91,,,2,1.91,1.95,1.83,2.1,1.9
17,Linz,Ladies Linz Open,4/11/2026,WTA500,Indoor,Clay,Semifinals,3,Andreeva M.,Ruse E.G.,10,87,3121,840,6,4,6,1,,,2,0,Completed,1.13,6,,,1.16,6,1.15,5.24,1.17,6.6
17,Linz,Ladies Linz Open,4/11/2026,WTA500,Indoor,Clay,Semifinals,3,Potapova A.,Vekic D.,97,104,800,762,6,4,6,2,,,2,0,Completed,1.62,2.3,,,1.72,2.5,1.63,2.25,1.64,2.5
17,Linz,Ladies Linz Open,4/12/2026,WTA500,Indoor,Clay,The Final,3,Andreeva M.,Potapova A.,10,97,3121,800,1,6,6,4,6,3,2,1,Completed,1.25,4,,,1.28,4,1.25,3.83,1.27,4.5
18,Rouen,Open de Rouen,4/13/2026,WTA250,Indoor,Clay,1st Round,3,Li A.,Kasatkina D.,36,70,1356,918,6,7,6,2,6,4,2,1,Completed,1.73,2.1,,,1.82,2.1,1.76,2.01,1.79,2.24
18,Rouen,Open de Rouen,4/13/2026,WTA250,Indoor,Clay,1st Round,3,Rakhimova K.,Kalieva E.,72,140,914,543,6,3,7,6,,,2,0,Completed,1.57,2.38,,,1.58,2.4,1.55,2.36,1.69,2.42
18,Rouen,Open de Rouen,4/13/2026,WTA250,Indoor,Clay,1st Round,3,Podrez V.,Stephens S.,206,552,338,90,6,2,6,1,,,2,0,Completed,1.8,2,,,1.8,2.1,1.76,2.01,1.84,2.16
18,Rouen,Open de Rouen,4/13/2026,WTA250,Indoor,Clay,1st Round,3,Boulter K.,Timofeeva M.,62,153,1012,494,6,2,6,2,,,2,0,Completed,1.44,2.75,,,1.48,2.88,1.44,2.68,1.51,2.94
18,Rouen,Open de Rouen,4/14/2026,WTA250,Indoor,Clay,1st Round,3,Salkova D.,Blinkova A.,124,90,613,819,7,5,6,1,,,2,0,Completed,1.73,2.1,,,1.8,2.11,1.72,2.06,1.8,2.22
18,Rouen,Open de Rouen,4/14/2026,WTA250,Indoor,Clay,1st Round,3,Shymanovich I.,Fruhvirtova L.,182,143,398,541,6,3,7,5,,,2,0,Completed,1.91,1.91,,,1.95,1.91,1.9,1.86,2.26,1.78
18,Rouen,Open de Rouen,4/14/2026,WTA250,Indoor,Clay,1st Round,3,Kostyuk M.,Parry D.,27,95,1473,806,6,1,6,4,,,2,0,Completed,1.2,4.5,,,1.21,5,1.18,4.64,1.19,6
18,Rouen,Open de Rouen,4/14/2026,WTA250,Indoor,Clay,1st Round,3,McNally C.,Volynets K.,69,88,919,831,1,6,6,1,6,1,2,1,Completed,2,1.8,,,2.1,1.8,2.03,1.74,2.38,1.71
18,Rouen,Open de Rouen,4/14/2026,WTA250,Indoor,Clay,1st Round,3,Wang Xin.,Paquet C.,32,236,1383,295,3,6,6,4,6,3,2,1,Completed,1.33,3.4,,,1.37,3.4,1.34,3.16,1.39,3.45
18,Rouen,Open de Rouen,4/14/2026,WTA250,Indoor,Clay,1st Round,3,Cocciaretto E.,Charaeva A.,42,126,1310,600,6,3,4,6,6,2,2,1,Completed,1.25,4,,,1.25,4.1,1.24,3.88,1.3,4.1
18,Rouen,Open de Rouen,4/14/2026,WTA250,Indoor,Clay,1st Round,3,Cristian J.,Rakotomanga Rajaonah T.,33,136,1382,565,2,6,7,6,7,5,2,1,Completed,1.17,5,,,1.17,6,1.15,5.17,1.19,5.8
18,Rouen,Open de Rouen,4/14/2026,WTA250,Indoor,Clay,1st Round,3,Baptiste H.,Ponchet J.,35,170,1372,427,3,6,7,6,6,2,2,1,Completed,1.13,6,,,1.17,6.25,1.12,5.8,1.15,7.2
18,Rouen,Open de Rouen,4/15/2026,WTA250,Indoor,Clay,1st Round,3,Oliynykova O.,Tagger L.,68,117,931,705,6,3,4,6,6,4,2,1,Completed,2.2,1.67,,,2.23,1.73,2.15,1.68,2.14,1.86
18,Rouen,Open de Rouen,4/15/2026,WTA250,Indoor,Clay,1st Round,3,Bondar A.,Tan H.,63,202,999,352,6,2,4,6,6,0,2,1,Completed,1.2,4.5,,,1.21,4.5,1.2,4.35,1.21,5.6
18,Rouen,Open de Rouen,4/15/2026,WTA250,Indoor,Clay,1st Round,3,Maria T.,Jacquemot E.,61,59,1023,1029,6,4,6,3,,,2,0,Completed,3.2,1.36,,,3.2,1.4,3.03,1.36,3.45,1.4
18,Rouen,Open de Rouen,4/15/2026,WTA250,Indoor,Clay,1st Round,3,Cirstea S.,Ferro F.,29,216,1459,323,6,3,6,7,7,6,2,1,Completed,1.11,6.5,,,1.14,6.5,1.12,6,1.15,7.2
18,Rouen,Open de Rouen,4/15/2026,WTA250,Indoor,Clay,2nd Round,3,Li A.,Rakhimova K.,36,72,1356,914,4,6,6,2,6,3,2,1,Completed,1.4,3,,,1.47,3,1.41,2.83,1.45,3.15
18,Rouen,Open de Rouen,4/15/2026,WTA250,Indoor,Clay,2nd Round,3,Kostyuk M.,McNally C.,27,69,1473,919,2,6,6,2,6,1,2,1,Completed,1.2,4.5,,,1.25,4.5,1.21,4.27,1.22,5.3
18,Rouen,Open de Rouen,4/15/2026,WTA250,Indoor,Clay,2nd Round,3,Boulter K.,Cristian J.,62,33,1012,1382,7,6,4,6,6,1,2,1,Completed,1.67,2.2,,,1.7,2.2,1.67,2.16,1.76,2.28
18,Rouen,Open de Rouen,4/16/2026,WTA250,Indoor,Clay,2nd Round,3,Maria T.,Salkova D.,61,124,1023,613,6,3,6,2,,,2,0,Completed,3,1.4,,,3,1.4,2.94,1.38,3.25,1.43
18,Rouen,Open de Rouen,4/16/2026,WTA250,Indoor,Clay,2nd Round,3,Shymanovich I.,Baptiste H.,182,35,398,1372,6,3,5,7,6,3,2,1,Completed,4,1.25,,,4.2,1.25,3.95,1.23,4.3,1.29
18,Rouen,Open de Rouen,4/16/2026,WTA250,Indoor,Clay,2nd Round,3,Podrez V.,Cocciaretto E.,206,42,338,1310,7,6,4,6,6,4,2,1,Completed,3.5,1.3,,,4,1.32,3.68,1.27,4,1.31
18,Rouen,Open de Rouen,4/16/2026,WTA250,Indoor,Clay,2nd Round,3,Cirstea S.,Wang Xin.,29,32,1459,1383,5,3,,,,,0,0,Retired,1.25,4,,,1.28,4,1.25,3.78,1.31,4
18,Rouen,Open de Rouen,4/16/2026,WTA250,Indoor,Clay,2nd Round,3,Bondar A.,Oliynykova O.,63,68,999,931,6,0,4,6,6,0,2,1,Completed,1.91,1.91,,,2.15,1.91,1.91,1.86,2.06,1.93
18,Rouen,Open de Rouen,4/17/2026,WTA250,Indoor,Clay,Quarterfinals,3,Maria T.,Shymanovich I.,61,182,1023,398,7,6,6,2,,,2,0,Completed,2.1,1.73,,,2.25,1.73,2.19,1.66,2.44,1.68
18,Rouen,Open de Rouen,4/17/2026,WTA250,Indoor,Clay,Quarterfinals,3,Podrez V.,Boulter K.,206,62,338,1012,6,4,6,1,,,2,0,Completed,2.63,1.5,,,2.75,1.53,2.59,1.49,2.54,1.64
18,Rouen,Open de Rouen,4/17/2026,WTA250,Indoor,Clay,Quarterfinals,3,Kostyuk M.,Li A.,27,36,1473,1356,6,0,6,7,6,3,2,1,Completed,1.25,4,,,1.25,4.2,1.24,3.87,1.29,4.3
18,Rouen,Open de Rouen,4/17/2026,WTA250,Indoor,Clay,Quarterfinals,3,Cirstea S.,Bondar A.,29,63,1459,999,7,6,6,2,,,2,0,Completed,1.4,3,,,1.44,3,1.38,2.92,1.43,3.2
18,Rouen,Open de Rouen,4/18/2026,WTA250,Indoor,Clay,Semifinals,3,Kostyuk M.,Maria T.,27,61,1473,1023,6,3,6,0,,,2,0,Completed,1.07,9,,,1.08,9,1.07,7.63,1.1,10
18,Rouen,Open de Rouen,4/18/2026,WTA250,Indoor,Clay,Semifinals,3,Podrez V.,Cirstea S.,206,29,338,1459,,,,,,,,,Walkover,4.5,1.2,,,4.5,1.23,4.23,1.21,4.2,1.29
